customer_id,customer_category
csid_11137,1
csid_11138,1
csid_11139,1
csid_11140,1
csid_11141,1
csid_11142,1
csid_11143,1
csid_11144,1
csid_11145,1
csid_11146,1
csid_11147,1
csid_11148,1
csid_11149,1
csid_11150,1
csid_11151,1
csid_11152,1
csid_11153,1
csid_11154,1
csid_11155,1
csid_11156,1
csid_11157,1
csid_11158,1
csid_11159,1
csid_11160,1
csid_11161,1
csid_11162,1
csid_11163,1
csid_11164,1
csid_11165,1
csid_11166,1
csid_11167,1
csid_11168,1
csid_11169,1
csid_11170,1
csid_11171,1
csid_11172,1
csid_11173,1
csid_11174,1
csid_11175,1
csid_11176,1
csid_11177,1
csid_11178,1
csid_11179,1
csid_11180,1
csid_11181,1
csid_11182,1
csid_11183,1
csid_11184,1
csid_11185,1
csid_11186,1
csid_11187,1
csid_11188,1
csid_11189,1
csid_11190,1
csid_11191,1
csid_11192,1
csid_11193,1
csid_11194,1
csid_11195,1
csid_11196,1
csid_11197,1
csid_11198,1
csid_11199,1
csid_11200,1
csid_11201,1
csid_11202,1
csid_11203,1
csid_11204,1
csid_11205,1
csid_11206,1
csid_11207,1
csid_11208,1
csid_11209,1
csid_11210,1
csid_11211,1
csid_11212,1
csid_11213,1
csid_11214,1
csid_11215,1
csid_11216,1
csid_11217,1
csid_11218,1
csid_11219,1
csid_11220,1
csid_11221,1
csid_11222,1
csid_11223,1
csid_11224,1
csid_11225,1
csid_11226,1
csid_11227,1
csid_11228,1
csid_11229,1
csid_11230,1
csid_11231,1
csid_11232,1
csid_11233,1
csid_11234,1
csid_11235,1
csid_11236,1
csid_11237,1
csid_11238,1
csid_11239,1
csid_11240,1
csid_11241,1
csid_11242,1
csid_11243,1
csid_11244,1
csid_11245,1
csid_11246,1
csid_11247,1
csid_11248,1
csid_11249,1
csid_11250,1
csid_11251,1
csid_11252,1
csid_11253,1
csid_11254,1
csid_11255,1
csid_11256,1
csid_11257,1
csid_11258,1
csid_11259,1
csid_11260,1
csid_11261,1
csid_11262,1
csid_11263,1
csid_11264,1
csid_11265,1
csid_11266,1
csid_11267,1
csid_11268,1
csid_11269,1
csid_11270,1
csid_11271,1
csid_11272,1
csid_11273,1
csid_11274,1
csid_11275,1
csid_11276,1
csid_11277,1
csid_11278,1
csid_11279,1
csid_11280,1
csid_11281,1
csid_11282,1
csid_11283,1
csid_11284,1
csid_11285,1
csid_11286,1
csid_11287,1
csid_11288,1
csid_11289,1
csid_11290,1
csid_11291,1
csid_11292,1
csid_11293,1
csid_11294,1
csid_11295,1
csid_11296,1
csid_11297,1
csid_11298,1
csid_11299,1
csid_11300,1
csid_11301,1
csid_11302,1
csid_11303,1
csid_11304,1
csid_11305,1
csid_11306,1
csid_11307,1
csid_11308,1
csid_11309,1
csid_11310,1
csid_11311,1
csid_11312,1
csid_11313,1
csid_11314,1
csid_11315,1
csid_11316,1
csid_11317,1
csid_11318,1
csid_11319,1
csid_11320,1
csid_11321,1
csid_11322,1
csid_11323,1
csid_11324,1
csid_11325,1
csid_11326,1
csid_11327,1
csid_11328,1
csid_11329,1
csid_11330,1
csid_11331,1
csid_11332,1
csid_11333,1
csid_11334,1
csid_11335,1
csid_11336,1
csid_11337,1
csid_11338,1
csid_11339,1
csid_11340,1
csid_11341,1
csid_11342,1
csid_11343,1
csid_11344,1
csid_11345,1
csid_11346,1
csid_11347,1
csid_11348,1
csid_11349,1
csid_11350,1
csid_11351,1
csid_11352,1
csid_11353,1
csid_11354,1
csid_11355,1
csid_11356,1
csid_11357,1
csid_11358,1
csid_11359,1
csid_11360,1
csid_11361,1
csid_11362,1
csid_11363,1
csid_11364,1
csid_11365,1
csid_11366,1
csid_11367,1
csid_11368,1
csid_11369,1
csid_11370,1
csid_11371,1
csid_11372,1
csid_11373,1
csid_11374,1
csid_11375,1
csid_11376,1
csid_11377,1
csid_11378,1
csid_11379,1
csid_11380,1
csid_11381,1
csid_11382,1
csid_11383,1
csid_11384,1
csid_11385,1
csid_11386,1
csid_11387,1
csid_11388,1
csid_11389,1
csid_11390,1
csid_11391,1
csid_11392,1
csid_11393,1
csid_11394,1
csid_11395,1
csid_11396,1
csid_11397,1
csid_11398,1
csid_11399,1
csid_11400,1
csid_11401,1
csid_11402,1
csid_11403,1
csid_11404,1
csid_11405,1
csid_11406,1
csid_11407,1
csid_11408,1
csid_11409,1
csid_11410,1
csid_11411,1
csid_11412,1
csid_11413,1
csid_11414,1
csid_11415,1
csid_11416,1
csid_11417,1
csid_11418,1
csid_11419,1
csid_11420,1
csid_11421,1
csid_11422,1
csid_11423,1
csid_11424,1
csid_11425,1
csid_11426,1
csid_11427,1
csid_11428,1
csid_11429,1
csid_11430,1
csid_11431,1
csid_11432,1
csid_11433,1
csid_11434,1
csid_11435,1
csid_11436,1
csid_11437,1
csid_11438,1
csid_11439,1
csid_11440,1
csid_11441,1
csid_11442,1
csid_11443,1
csid_11444,1
csid_11445,1
csid_11446,1
csid_11447,1
csid_11448,1
csid_11449,1
csid_11450,1
csid_11451,1
csid_11452,1
csid_11453,1
csid_11454,1
csid_11455,1
csid_11456,1
csid_11457,1
csid_11458,1
csid_11459,1
csid_11460,1
csid_11461,1
csid_11462,1
csid_11463,1
csid_11464,1
csid_11465,1
csid_11466,1
csid_11467,1
csid_11468,1
csid_11469,1
csid_11470,1
csid_11471,1
csid_11472,1
csid_11473,1
csid_11474,1
csid_11475,1
csid_11476,1
csid_11477,1
csid_11478,1
csid_11479,1
csid_11480,1
csid_11481,1
csid_11482,1
csid_11483,1
csid_11484,1
csid_11485,1
csid_11486,1
csid_11487,1
csid_11488,1
csid_11489,1
csid_11490,1
csid_11491,1
csid_11492,1
csid_11493,1
csid_11494,1
csid_11495,1
csid_11496,1
csid_11497,1
csid_11498,1
csid_11499,1
csid_11500,1
csid_11501,1
csid_11502,1
csid_11503,1
csid_11504,1
csid_11505,1
csid_11506,1
csid_11507,1
csid_11508,1
csid_11509,1
csid_11510,1
csid_11511,1
csid_11512,1
csid_11513,1
csid_11514,1
csid_11515,1
csid_11516,1
csid_11517,1
csid_11518,1
csid_11519,1
csid_11520,1
csid_11521,1
csid_11522,1
csid_11523,1
csid_11524,1
csid_11525,1
csid_11526,1
csid_11527,1
csid_11528,1
csid_11529,1
csid_11530,1
csid_11531,1
csid_11532,1
csid_11533,1
csid_11534,1
csid_11535,1
csid_11536,1
csid_11537,1
csid_11538,1
csid_11539,1
csid_11540,1
csid_11541,1
csid_11542,1
csid_11543,1
csid_11544,1
csid_11545,1
csid_11546,1
csid_11547,1
csid_11548,1
csid_11549,1
csid_11550,1
csid_11551,1
csid_11552,1
csid_11553,1
csid_11554,1
csid_11555,1
csid_11556,1
csid_11557,1
csid_11558,1
csid_11559,1
csid_11560,1
csid_11561,1
csid_11562,1
csid_11563,1
csid_11564,1
csid_11565,1
csid_11566,1
csid_11567,1
csid_11568,1
csid_11569,1
csid_11570,1
csid_11571,1
csid_11572,1
csid_11573,1
csid_11574,1
csid_11575,1
csid_11576,1
csid_11577,1
csid_11578,1
csid_11579,1
csid_11580,1
csid_11581,1
csid_11582,1
csid_11583,1
csid_11584,1
csid_11585,1
csid_11586,1
csid_11587,1
csid_11588,1
csid_11589,1
csid_11590,1
csid_11591,1
csid_11592,1
csid_11593,1
csid_11594,1
csid_11595,1
csid_11596,1
csid_11597,1
csid_11598,1
csid_11599,1
csid_11600,1
csid_11601,1
csid_11602,1
csid_11603,1
csid_11604,1
csid_11605,1
csid_11606,1
csid_11607,1
csid_11608,1
csid_11609,1
csid_11610,1
csid_11611,1
csid_11612,1
csid_11613,1
csid_11614,1
csid_11615,1
csid_11616,1
csid_11617,1
csid_11618,1
csid_11619,1
csid_11620,1
csid_11621,1
csid_11622,1
csid_11623,1
csid_11624,1
csid_11625,1
csid_11626,1
csid_11627,1
csid_11628,1
csid_11629,1
csid_11630,1
csid_11631,1
csid_11632,1
csid_11633,1
csid_11634,1
csid_11635,1
csid_11636,1
csid_11637,1
csid_11638,1
csid_11639,1
csid_11640,1
csid_11641,1
csid_11642,1
csid_11643,1
csid_11644,1
csid_11645,1
csid_11646,1
csid_11647,1
csid_11648,1
csid_11649,1
csid_11650,1
csid_11651,1
csid_11652,1
csid_11653,1
csid_11654,1
csid_11655,1
csid_11656,1
csid_11657,1
csid_11658,1
csid_11659,1
csid_11660,1
csid_11661,1
csid_11662,1
csid_11663,1
csid_11664,1
csid_11665,1
csid_11666,1
csid_11667,1
csid_11668,1
csid_11669,1
csid_11670,1
csid_11671,1
csid_11672,1
csid_11673,1
csid_11674,1
csid_11675,1
csid_11676,1
csid_11677,1
csid_11678,1
csid_11679,1
csid_11680,1
csid_11681,1
csid_11682,1
csid_11683,1
csid_11684,1
csid_11685,1
csid_11686,1
csid_11687,1
csid_11688,1
csid_11689,1
csid_11690,1
csid_11691,1
csid_11692,1
csid_11693,1
csid_11694,1
csid_11695,1
csid_11696,1
csid_11697,1
csid_11698,1
csid_11699,1
csid_11700,1
csid_11701,1
csid_11702,1
csid_11703,1
csid_11704,1
csid_11705,1
csid_11706,1
csid_11707,1
csid_11708,1
csid_11709,1
csid_11710,1
csid_11711,1
csid_11712,1
csid_11713,1
csid_11714,1
csid_11715,1
csid_11716,1
csid_11717,1
csid_11718,1
csid_11719,1
csid_11720,1
csid_11721,1
csid_11722,1
csid_11723,1
csid_11724,1
csid_11725,1
csid_11726,1
csid_11727,1
csid_11728,1
csid_11729,1
csid_11730,1
csid_11731,1
csid_11732,1
csid_11733,1
csid_11734,1
csid_11735,1
csid_11736,1
csid_11737,1
csid_11738,1
csid_11739,1
csid_11740,1
csid_11741,1
csid_11742,1
csid_11743,1
csid_11744,1
csid_11745,1
csid_11746,1
csid_11747,1
csid_11748,1
csid_11749,1
csid_11750,1
csid_11751,1
csid_11752,1
csid_11753,1
csid_11754,1
csid_11755,1
csid_11756,1
csid_11757,1
csid_11758,1
csid_11759,1
csid_11760,1
csid_11761,1
csid_11762,1
csid_11763,1
csid_11764,1
csid_11765,1
csid_11766,1
csid_11767,1
csid_11768,1
csid_11769,1
csid_11770,1
csid_11771,1
csid_11772,1
csid_11773,1
csid_11774,1
csid_11775,1
csid_11776,1
csid_11777,1
csid_11778,1
csid_11779,1
csid_11780,1
csid_11781,1
csid_11782,1
csid_11783,1
csid_11784,1
csid_11785,1
csid_11786,1
csid_11787,1
csid_11788,1
csid_11789,1
csid_11790,1
csid_11791,1
csid_11792,1
csid_11793,1
csid_11794,1
csid_11795,1
csid_11796,1
csid_11797,1
csid_11798,1
csid_11799,1
csid_11800,1
csid_11801,1
csid_11802,1
csid_11803,1
csid_11804,1
csid_11805,1
csid_11806,1
csid_11807,1
csid_11808,1
csid_11809,1
csid_11810,1
csid_11811,1
csid_11812,1
csid_11813,1
csid_11814,1
csid_11815,1
csid_11816,1
csid_11817,1
csid_11818,1
csid_11819,1
csid_11820,1
csid_11821,1
csid_11822,1
csid_11823,1
csid_11824,1
csid_11825,1
csid_11826,1
csid_11827,1
csid_11828,1
csid_11829,1
csid_11830,1
csid_11831,1
csid_11832,1
csid_11833,1
csid_11834,1
csid_11835,1
csid_11836,1
csid_11837,1
csid_11838,1
csid_11839,1
csid_11840,1
csid_11841,1
csid_11842,1
csid_11843,1
csid_11844,1
csid_11845,1
csid_11846,1
csid_11847,1
csid_11848,1
csid_11849,1
csid_11850,1
csid_11851,1
csid_11852,1
csid_11853,1
csid_11854,1
csid_11855,1
csid_11856,1
csid_11857,1
csid_11858,1
csid_11859,1
csid_11860,1
csid_11861,1
csid_11862,1
csid_11863,1
csid_11864,1
csid_11865,1
csid_11866,1
csid_11867,1
csid_11868,1
csid_11869,1
csid_11870,1
csid_11871,1
csid_11872,1
csid_11873,1
csid_11874,1
csid_11875,1
csid_11876,1
csid_11877,1
csid_11878,1
csid_11879,1
csid_11880,1
csid_11881,1
csid_11882,1
csid_11883,1
csid_11884,1
csid_11885,1
csid_11886,1
csid_11887,1
csid_11888,1
csid_11889,1
csid_11890,1
csid_11891,1
csid_11892,1
csid_11893,1
csid_11894,1
csid_11895,1
csid_11896,1
csid_11897,1
csid_11898,1
csid_11899,1
csid_11900,1
csid_11901,1
csid_11902,1
csid_11903,1
csid_11904,1
csid_11905,1
csid_11906,1
csid_11907,1
csid_11908,1
csid_11909,1
csid_11910,1
csid_11911,1
csid_11912,1
csid_11913,1
csid_11914,1
csid_11915,1
csid_11916,1
csid_11917,1
csid_11918,1
csid_11919,1
csid_11920,1
csid_11921,1
csid_11922,1
csid_11923,1
csid_11924,1
csid_11925,1
csid_11926,1
csid_11927,1
csid_11928,1
csid_11929,1
csid_11930,1
csid_11931,1
csid_11932,1
csid_11933,1
csid_11934,1
csid_11935,1
csid_11936,1
csid_11937,1
csid_11938,1
csid_11939,1
csid_11940,1
csid_11941,1
csid_11942,1
csid_11943,1
csid_11944,1
csid_11945,1
csid_11946,1
csid_11947,1
csid_11948,1
csid_11949,1
csid_11950,1
csid_11951,1
csid_11952,1
csid_11953,1
csid_11954,1
csid_11955,1
csid_11956,1
csid_11957,1
csid_11958,1
csid_11959,1
csid_11960,1
csid_11961,1
csid_11962,1
csid_11963,1
csid_11964,1
csid_11965,1
csid_11966,1
csid_11967,1
csid_11968,1
csid_11969,1
csid_11970,1
csid_11971,1
csid_11972,1
csid_11973,1
csid_11974,1
csid_11975,1
csid_11976,1
csid_11977,1
csid_11978,1
csid_11979,1
csid_11980,1
csid_11981,1
csid_11982,1
csid_11983,1
csid_11984,1
csid_11985,1
csid_11986,1
csid_11987,1
csid_11988,1
csid_11989,1
csid_11990,1
csid_11991,1
csid_11992,1
csid_11993,1
csid_11994,1
csid_11995,1
csid_11996,1
csid_11997,1
csid_11998,1
csid_11999,1
csid_12000,1
csid_12001,1
csid_12002,1
csid_12003,1
csid_12004,1
csid_12005,1
csid_12006,1
csid_12007,1
csid_12008,1
csid_12009,1
csid_12010,1
csid_12011,1
csid_12012,1
csid_12013,1
csid_12014,1
csid_12015,1
csid_12016,1
csid_12017,1
csid_12018,1
csid_12019,1
csid_12020,1
csid_12021,1
csid_12022,1
csid_12023,1
csid_12024,1
csid_12025,1
csid_12026,1
csid_12027,1
csid_12028,1
csid_12029,1
csid_12030,1
csid_12031,1
csid_12032,1
csid_12033,1
csid_12034,1
csid_12035,1
csid_12036,1
csid_12037,1
csid_12038,1
csid_12039,1
csid_12040,1
csid_12041,1
csid_12042,1
csid_12043,1
csid_12044,1
csid_12045,1
csid_12046,1
csid_12047,1
csid_12048,1
csid_12049,1
csid_12050,1
csid_12051,1
csid_12052,1
csid_12053,1
csid_12054,1
csid_12055,1
csid_12056,1
csid_12057,1
csid_12058,1
csid_12059,1
csid_12060,1
csid_12061,1
csid_12062,1
csid_12063,1
csid_12064,1
csid_12065,1
csid_12066,1
csid_12067,1
csid_12068,1
csid_12069,1
csid_12070,1
csid_12071,1
csid_12072,1
csid_12073,1
csid_12074,1
csid_12075,1
csid_12076,1
csid_12077,1
csid_12078,1
csid_12079,1
csid_12080,1
csid_12081,1
csid_12082,1
csid_12083,1
csid_12084,1
csid_12085,1
csid_12086,1
csid_12087,1
csid_12088,1
csid_12089,1
csid_12090,1
csid_12091,1
csid_12092,1
csid_12093,1
csid_12094,1
csid_12095,1
csid_12096,1
csid_12097,1
csid_12098,1
csid_12099,1
csid_12100,1
csid_12101,1
csid_12102,1
csid_12103,1
csid_12104,1
csid_12105,1
csid_12106,1
csid_12107,1
csid_12108,1
csid_12109,1
csid_12110,1
csid_12111,1
csid_12112,1
csid_12113,1
csid_12114,1
csid_12115,1
csid_12116,1
csid_12117,1
csid_12118,1
csid_12119,1
csid_12120,1
csid_12121,1
csid_12122,1
csid_12123,1
csid_12124,1
csid_12125,1
csid_12126,1
csid_12127,1
csid_12128,1
csid_12129,1
csid_12130,1
csid_12131,1
csid_12132,1
csid_12133,1
csid_12134,1
csid_12135,1
csid_12136,1
csid_12137,1
csid_12138,1
csid_12139,1
csid_12140,1
csid_12141,1
csid_12142,1
csid_12143,1
csid_12144,1
csid_12145,1
csid_12146,1
csid_12147,1
csid_12148,1
csid_12149,1
csid_12150,1
csid_12151,1
csid_12152,1
csid_12153,1
csid_12154,1
csid_12155,1
csid_12156,1
csid_12157,1
csid_12158,1
csid_12159,1
csid_12160,1
csid_12161,1
csid_12162,1
csid_12163,1
csid_12164,1
csid_12165,1
csid_12166,1
csid_12167,1
csid_12168,1
csid_12169,1
csid_12170,1
csid_12171,1
csid_12172,1
csid_12173,1
csid_12174,1
csid_12175,1
csid_12176,1
csid_12177,1
csid_12178,1
csid_12179,1
csid_12180,1
csid_12181,1
csid_12182,1
csid_12183,1
csid_12184,1
csid_12185,1
csid_12186,1
csid_12187,1
csid_12188,1
csid_12189,1
csid_12190,1
csid_12191,1
csid_12192,1
csid_12193,1
csid_12194,1
csid_12195,1
csid_12196,1
csid_12197,1
csid_12198,1
csid_12199,1
csid_12200,1
csid_12201,1
csid_12202,1
csid_12203,1
csid_12204,1
csid_12205,1
csid_12206,1
csid_12207,1
csid_12208,1
csid_12209,1
csid_12210,1
csid_12211,1
csid_12212,1
csid_12213,1
csid_12214,1
csid_12215,1
csid_12216,1
csid_12217,1
csid_12218,1
csid_12219,1
csid_12220,1
csid_12221,1
csid_12222,1
csid_12223,1
csid_12224,1
csid_12225,1
csid_12226,1
csid_12227,1
csid_12228,1
csid_12229,1
csid_12230,1
csid_12231,1
csid_12232,1
csid_12233,1
csid_12234,1
csid_12235,1
csid_12236,1
csid_12237,1
csid_12238,1
csid_12239,1
csid_12240,1
csid_12241,1
csid_12242,1
csid_12243,1
csid_12244,1
csid_12245,1
csid_12246,1
csid_12247,1
csid_12248,1
csid_12249,1
csid_12250,1
csid_12251,1
csid_12252,1
csid_12253,1
csid_12254,1
csid_12255,1
csid_12256,1
csid_12257,1
csid_12258,1
csid_12259,1
csid_12260,1
csid_12261,1
csid_12262,1
csid_12263,1
csid_12264,1
csid_12265,1
csid_12266,1
csid_12267,1
csid_12268,1
csid_12269,1
csid_12270,1
csid_12271,1
csid_12272,1
csid_12273,1
csid_12274,1
csid_12275,1
csid_12276,1
csid_12277,1
csid_12278,1
csid_12279,1
csid_12280,1
csid_12281,1
csid_12282,1
csid_12283,1
csid_12284,1
csid_12285,1
csid_12286,1
csid_12287,1
csid_12288,1
csid_12289,1
csid_12290,1
csid_12291,1
csid_12292,1
csid_12293,1
csid_12294,1
csid_12295,1
csid_12296,1
csid_12297,1
csid_12298,1
csid_12299,1
csid_12300,1
csid_12301,1
csid_12302,1
csid_12303,1
csid_12304,1
csid_12305,1
csid_12306,1
csid_12307,1
csid_12308,1
csid_12309,1
csid_12310,1
csid_12311,1
csid_12312,1
csid_12313,1
csid_12314,1
csid_12315,1
csid_12316,1
csid_12317,1
csid_12318,1
csid_12319,1
csid_12320,1
csid_12321,1
csid_12322,1
csid_12323,1
csid_12324,1
csid_12325,1
csid_12326,1
csid_12327,1
csid_12328,1
csid_12329,1
csid_12330,1
csid_12331,1
csid_12332,1
csid_12333,1
csid_12334,1
csid_12335,1
csid_12336,1
csid_12337,1
csid_12338,1
csid_12339,1
csid_12340,1
csid_12341,1
csid_12342,1
csid_12343,1
csid_12344,1
csid_12345,1
csid_12346,1
csid_12347,1
csid_12348,1
csid_12349,1
csid_12350,1
csid_12351,1
csid_12352,1
csid_12353,1
csid_12354,1
csid_12355,1
csid_12356,1
csid_12357,1
csid_12358,1
csid_12359,1
csid_12360,1
csid_12361,1
csid_12362,1
csid_12363,1
csid_12364,1
csid_12365,1
csid_12366,1
csid_12367,1
csid_12368,1
csid_12369,1
csid_12370,1
csid_12371,1
csid_12372,1
csid_12373,1
csid_12374,1
csid_12375,1
csid_12376,1
csid_12377,1
csid_12378,1
csid_12379,1
csid_12380,1
csid_12381,1
csid_12382,1
csid_12383,1
csid_12384,1
csid_12385,1
csid_12386,1
csid_12387,1
csid_12388,1
csid_12389,1
csid_12390,1
csid_12391,1
csid_12392,1
csid_12393,1
csid_12394,1
csid_12395,1
csid_12396,1
csid_12397,1
csid_12398,1
csid_12399,1
csid_12400,1
csid_12401,1
csid_12402,1
csid_12403,1
csid_12404,1
csid_12405,1
csid_12406,1
csid_12407,1
csid_12408,1
csid_12409,1
csid_12410,1
csid_12411,1
csid_12412,1
csid_12413,1
csid_12414,1
csid_12415,1
csid_12416,1
csid_12417,1
csid_12418,1
csid_12419,1
csid_12420,1
csid_12421,1
csid_12422,1
csid_12423,1
csid_12424,1
csid_12425,1
csid_12426,1
csid_12427,1
csid_12428,1
csid_12429,1
csid_12430,1
csid_12431,1
csid_12432,1
csid_12433,1
csid_12434,1
csid_12435,1
csid_12436,1
csid_12437,1
csid_12438,1
csid_12439,1
csid_12440,1
csid_12441,1
csid_12442,1
csid_12443,1
csid_12444,1
csid_12445,1
csid_12446,1
csid_12447,1
csid_12448,1
csid_12449,1
csid_12450,1
csid_12451,1
csid_12452,1
csid_12453,1
csid_12454,1
csid_12455,1
csid_12456,1
csid_12457,1
csid_12458,1
csid_12459,1
csid_12460,1
csid_12461,1
csid_12462,1
csid_12463,1
csid_12464,1
csid_12465,1
csid_12466,1
csid_12467,1
csid_12468,1
csid_12469,1
csid_12470,1
csid_12471,1
csid_12472,1
csid_12473,1
csid_12474,1
csid_12475,1
csid_12476,1
csid_12477,1
csid_12478,1
csid_12479,1
csid_12480,1
csid_12481,1
csid_12482,1
csid_12483,1
csid_12484,1
csid_12485,1
