,customer_id,customer_category
110,csid_10849,0
111,csid_10850,0
112,csid_10851,0
113,csid_10852,0
114,csid_10853,0
115,csid_10854,0
116,csid_10855,1
117,csid_10856,0
118,csid_10857,0
119,csid_10858,0
120,csid_10859,0
121,csid_10860,1
122,csid_10861,0
123,csid_10862,1
124,csid_10863,0
125,csid_10864,0
126,csid_10865,0
127,csid_10866,0
128,csid_10867,0
129,csid_10868,1
130,csid_10869,0
131,csid_10870,0
132,csid_10871,0
133,csid_10872,0
134,csid_10873,0
135,csid_10874,1
136,csid_10875,0
137,csid_10876,0
138,csid_10877,0
139,csid_10878,0
140,csid_10879,0
141,csid_10880,0
142,csid_10881,0
143,csid_10882,0
144,csid_10883,0
145,csid_10884,0
146,csid_10885,0
147,csid_10886,0
148,csid_10887,0
149,csid_10888,0
150,csid_10889,0
151,csid_10890,0
152,csid_10891,0
153,csid_10892,0
154,csid_10893,0
155,csid_10894,0
156,csid_10895,0
157,csid_10896,0
158,csid_10897,0
159,csid_10898,0
160,csid_10899,1
161,csid_10900,0
162,csid_10901,0
163,csid_10902,1
164,csid_10903,0
165,csid_10904,0
166,csid_10905,0
167,csid_10906,1
168,csid_10907,0
169,csid_10908,0
170,csid_10909,0
171,csid_10910,0
172,csid_10911,0
173,csid_10912,0
174,csid_10913,1
175,csid_10914,0
176,csid_10915,1
177,csid_10916,0
178,csid_10917,0
179,csid_10918,0
180,csid_10919,0
181,csid_10920,0
182,csid_10921,0
183,csid_10922,1
184,csid_10923,0
185,csid_10924,1
186,csid_10925,1
187,csid_10926,0
188,csid_10927,0
189,csid_10928,0
190,csid_10929,0
191,csid_10930,0
192,csid_10931,0
193,csid_10932,0
194,csid_10933,0
195,csid_10934,0
196,csid_10935,0
197,csid_10936,1
198,csid_10937,0
199,csid_10938,0
200,csid_10939,0
201,csid_10940,0
202,csid_10941,0
203,csid_10942,0
204,csid_10943,0
205,csid_10944,0
206,csid_10945,0
207,csid_10946,1
208,csid_10947,1
209,csid_10948,0
210,csid_10949,1
211,csid_10950,0
212,csid_10951,0
213,csid_10952,0
214,csid_10953,1
215,csid_10954,0
216,csid_10955,1
217,csid_10956,1
218,csid_10957,0
219,csid_10958,1
220,csid_10959,0
221,csid_10960,0
222,csid_10961,1
223,csid_10962,0
224,csid_10963,0
225,csid_10964,0
226,csid_10965,0
227,csid_10966,0
228,csid_10967,0
229,csid_10968,0
230,csid_10969,0
231,csid_10970,0
232,csid_10971,1
233,csid_10972,0
234,csid_10973,0
235,csid_10974,0
236,csid_10975,0
237,csid_10976,1
238,csid_10977,0
239,csid_10978,0
240,csid_10979,0
241,csid_10980,0
242,csid_10981,0
243,csid_10982,0
244,csid_10983,0
245,csid_10984,0
246,csid_10985,0
247,csid_10986,1
248,csid_10987,0
249,csid_10988,0
250,csid_10989,0
251,csid_10990,0
252,csid_10991,0
253,csid_10992,0
254,csid_10993,0
255,csid_10994,0
256,csid_10995,0
257,csid_10996,0
258,csid_10997,0
259,csid_10998,0
260,csid_10999,0
261,csid_11000,0
262,csid_11001,0
263,csid_11002,0
264,csid_11003,0
265,csid_11004,0
266,csid_11005,0
267,csid_11006,0
268,csid_11007,0
269,csid_11008,0
270,csid_11009,0
271,csid_11010,0
272,csid_11011,0
273,csid_11012,0
274,csid_11013,0
275,csid_11014,0
276,csid_11015,0
277,csid_11016,0
278,csid_11017,0
279,csid_11018,0
280,csid_11019,0
281,csid_11020,0
282,csid_11021,0
283,csid_11022,0
284,csid_11023,0
285,csid_11024,0
286,csid_11025,0
287,csid_11026,0
288,csid_11027,1
289,csid_11028,0
290,csid_11029,0
291,csid_11030,0
292,csid_11031,0
293,csid_11032,1
294,csid_11033,0
295,csid_11034,0
296,csid_11035,1
297,csid_11036,0
298,csid_11037,0
299,csid_11038,0
300,csid_11039,0
301,csid_11040,0
302,csid_11041,0
303,csid_11042,0
304,csid_11043,0
305,csid_11044,1
306,csid_11045,1
307,csid_11046,1
308,csid_11047,0
309,csid_11048,0
310,csid_11049,0
311,csid_11050,0
312,csid_11051,0
313,csid_11052,0
314,csid_11053,0
315,csid_11054,0
316,csid_11055,0
317,csid_11056,0
318,csid_11057,0
319,csid_11058,0
320,csid_11059,1
321,csid_11060,1
322,csid_11061,1
323,csid_11062,1
324,csid_11063,0
325,csid_11064,0
326,csid_11065,0
327,csid_11066,0
328,csid_11067,0
329,csid_11068,0
330,csid_11069,0
331,csid_11070,0
332,csid_11071,0
333,csid_11072,0
334,csid_11073,0
335,csid_11074,0
336,csid_11075,0
337,csid_11076,0
338,csid_11077,1
339,csid_11078,0
340,csid_11079,1
341,csid_11080,0
342,csid_11081,0
343,csid_11082,0
344,csid_11083,0
345,csid_11084,0
346,csid_11085,0
347,csid_11086,0
348,csid_11087,0
349,csid_11088,0
350,csid_11089,0
351,csid_11090,0
352,csid_11091,0
353,csid_11092,0
354,csid_11093,0
355,csid_11094,0
356,csid_11095,1
357,csid_11096,0
358,csid_11097,0
359,csid_11098,0
360,csid_11099,0
361,csid_11100,0
362,csid_11101,0
363,csid_11102,0
364,csid_11103,0
365,csid_11104,0
366,csid_11105,0
367,csid_11106,0
368,csid_11107,0
369,csid_11108,0
370,csid_11109,0
371,csid_11110,0
372,csid_11111,0
373,csid_11112,0
374,csid_11113,1
375,csid_11114,0
376,csid_11115,0
377,csid_11116,0
378,csid_11117,0
379,csid_11118,0
380,csid_11119,0
381,csid_11120,1
382,csid_11121,0
383,csid_11122,0
384,csid_11123,1
385,csid_11124,0
386,csid_11125,0
387,csid_11126,0
388,csid_11127,0
389,csid_11128,0
390,csid_11129,0
391,csid_11130,0
392,csid_11131,0
393,csid_11132,0
394,csid_11133,0
395,csid_11134,0
396,csid_11135,0
397,csid_11136,0
398,csid_11137,0
399,csid_11138,0
400,csid_11139,0
401,csid_11140,0
402,csid_11141,0
403,csid_11142,0
404,csid_11143,0
405,csid_11144,0
406,csid_11145,0
407,csid_11146,0
408,csid_11147,0
409,csid_11148,0
410,csid_11149,0
411,csid_11150,0
412,csid_11151,0
413,csid_11152,0
414,csid_11153,0
415,csid_11154,0
416,csid_11155,0
417,csid_11156,0
418,csid_11157,0
419,csid_11158,0
420,csid_11159,0
421,csid_11160,0
422,csid_11161,0
423,csid_11162,0
424,csid_11163,1
425,csid_11164,1
426,csid_11165,0
427,csid_11166,0
428,csid_11167,0
429,csid_11168,0
430,csid_11169,0
431,csid_11170,0
432,csid_11171,0
433,csid_11172,0
434,csid_11173,1
435,csid_11174,0
436,csid_11175,1
437,csid_11176,0
438,csid_11177,0
439,csid_11178,0
440,csid_11179,0
441,csid_11180,1
442,csid_11181,0
443,csid_11182,0
444,csid_11183,0
445,csid_11184,0
446,csid_11185,0
447,csid_11186,0
448,csid_11187,0
449,csid_11188,0
450,csid_11189,0
451,csid_11190,0
452,csid_11191,0
453,csid_11192,0
454,csid_11193,0
455,csid_11194,0
456,csid_11195,0
457,csid_11196,0
458,csid_11197,0
459,csid_11198,1
460,csid_11199,1
461,csid_11200,0
462,csid_11201,1
463,csid_11202,0
464,csid_11203,0
465,csid_11204,1
466,csid_11205,1
467,csid_11206,0
468,csid_11207,0
469,csid_11208,1
470,csid_11209,0
471,csid_11210,0
472,csid_11211,0
473,csid_11212,0
474,csid_11213,0
475,csid_11214,1
476,csid_11215,1
477,csid_11216,0
478,csid_11217,0
479,csid_11218,1
480,csid_11219,1
481,csid_11220,0
482,csid_11221,0
483,csid_11222,0
484,csid_11223,0
485,csid_11224,0
486,csid_11225,0
487,csid_11226,1
488,csid_11227,0
489,csid_11228,1
490,csid_11229,1
491,csid_11230,0
492,csid_11231,0
493,csid_11232,0
494,csid_11233,0
495,csid_11234,0
496,csid_11235,0
497,csid_11236,1
498,csid_11237,1
499,csid_11238,1
500,csid_11239,1
501,csid_11240,1
502,csid_11241,0
503,csid_11242,1
504,csid_11243,1
505,csid_11244,0
506,csid_11245,0
507,csid_11246,0
508,csid_11247,0
509,csid_11248,1
510,csid_11249,1
511,csid_11250,0
512,csid_11251,0
513,csid_11252,1
514,csid_11253,0
515,csid_11254,0
516,csid_11255,1
517,csid_11256,0
518,csid_11257,0
519,csid_11258,0
520,csid_11259,0
521,csid_11260,0
522,csid_11261,0
523,csid_11262,0
524,csid_11263,0
525,csid_11264,0
526,csid_11265,0
527,csid_11266,1
528,csid_11267,0
529,csid_11268,0
530,csid_11269,0
531,csid_11270,0
532,csid_11271,0
533,csid_11272,0
534,csid_11273,0
535,csid_11274,0
536,csid_11275,0
537,csid_11276,0
538,csid_11277,0
539,csid_11278,0
540,csid_11279,0
541,csid_11280,0
542,csid_11281,1
543,csid_11282,1
544,csid_11283,1
545,csid_11284,0
546,csid_11285,0
547,csid_11286,1
548,csid_11287,1
549,csid_11288,0
550,csid_11289,1
551,csid_11290,0
552,csid_11291,0
553,csid_11292,1
554,csid_11293,1
555,csid_11294,0
556,csid_11295,0
557,csid_11296,1
558,csid_11297,0
559,csid_11298,0
560,csid_11299,0
561,csid_11300,0
562,csid_11301,0
563,csid_11302,0
564,csid_11303,0
565,csid_11304,0
566,csid_11305,0
567,csid_11306,0
568,csid_11307,0
569,csid_11308,0
570,csid_11309,0
571,csid_11310,0
572,csid_11311,1
573,csid_11312,0
574,csid_11313,0
575,csid_11314,0
576,csid_11315,0
577,csid_11316,0
578,csid_11317,0
579,csid_11318,0
580,csid_11319,0
581,csid_11320,0
582,csid_11321,0
583,csid_11322,0
584,csid_11323,0
585,csid_11324,0
586,csid_11325,1
587,csid_11326,0
588,csid_11327,0
589,csid_11328,1
590,csid_11329,1
591,csid_11330,0
592,csid_11331,1
593,csid_11332,0
594,csid_11333,0
595,csid_11334,0
596,csid_11335,0
597,csid_11336,0
598,csid_11337,0
599,csid_11338,0
600,csid_11339,0
601,csid_11340,0
602,csid_11341,0
603,csid_11342,0
604,csid_11343,0
605,csid_11344,1
606,csid_11345,0
607,csid_11346,0
608,csid_11347,0
609,csid_11348,0
610,csid_11349,0
611,csid_11350,1
612,csid_11351,0
613,csid_11352,0
614,csid_11353,1
615,csid_11354,0
616,csid_11355,0
617,csid_11356,0
618,csid_11357,0
619,csid_11358,0
620,csid_11359,0
621,csid_11360,0
622,csid_11361,0
623,csid_11362,1
624,csid_11363,0
625,csid_11364,0
626,csid_11365,0
627,csid_11366,0
628,csid_11367,0
629,csid_11368,0
630,csid_11369,0
631,csid_11370,0
632,csid_11371,0
633,csid_11372,0
634,csid_11373,0
635,csid_11374,0
636,csid_11375,0
637,csid_11376,1
638,csid_11377,0
639,csid_11378,0
640,csid_11379,0
641,csid_11380,1
642,csid_11381,0
643,csid_11382,0
644,csid_11383,0
645,csid_11384,0
646,csid_11385,0
647,csid_11386,0
648,csid_11387,0
649,csid_11388,0
650,csid_11389,0
651,csid_11390,0
652,csid_11391,0
653,csid_11392,0
654,csid_11393,0
655,csid_11394,0
656,csid_11395,0
657,csid_11396,0
658,csid_11397,0
659,csid_11398,0
660,csid_11399,0
661,csid_11400,0
662,csid_11401,0
663,csid_11402,0
664,csid_11403,0
665,csid_11404,0
666,csid_11405,0
667,csid_11406,0
668,csid_11407,0
669,csid_11408,0
670,csid_11409,0
671,csid_11410,0
672,csid_11411,1
673,csid_11412,0
674,csid_11413,0
675,csid_11414,1
676,csid_11415,0
677,csid_11416,0
678,csid_11417,0
679,csid_11418,0
680,csid_11419,0
681,csid_11420,1
682,csid_11421,1
683,csid_11422,1
684,csid_11423,0
685,csid_11424,0
686,csid_11425,0
687,csid_11426,0
688,csid_11427,1
689,csid_11428,1
690,csid_11429,0
691,csid_11430,0
692,csid_11431,1
693,csid_11432,0
694,csid_11433,0
695,csid_11434,0
696,csid_11435,0
697,csid_11436,0
698,csid_11437,0
699,csid_11438,0
700,csid_11439,0
701,csid_11440,0
702,csid_11441,1
703,csid_11442,0
704,csid_11443,0
705,csid_11444,0
706,csid_11445,0
707,csid_11446,0
708,csid_11447,0
709,csid_11448,0
710,csid_11449,0
711,csid_11450,1
712,csid_11451,0
713,csid_11452,0
714,csid_11453,0
715,csid_11454,0
716,csid_11455,1
717,csid_11456,0
718,csid_11457,1
719,csid_11458,0
720,csid_11459,1
721,csid_11460,0
722,csid_11461,0
723,csid_11462,0
724,csid_11463,0
725,csid_11464,1
726,csid_11465,1
727,csid_11466,0
728,csid_11467,0
729,csid_11468,0
730,csid_11469,1
731,csid_11470,0
732,csid_11471,0
733,csid_11472,0
734,csid_11473,1
735,csid_11474,0
736,csid_11475,1
737,csid_11476,1
738,csid_11477,0
739,csid_11478,0
740,csid_11479,0
741,csid_11480,0
742,csid_11481,1
743,csid_11482,0
744,csid_11483,0
745,csid_11484,1
746,csid_11485,1
747,csid_11486,0
748,csid_11487,0
749,csid_11488,0
750,csid_11489,0
751,csid_11490,0
752,csid_11491,0
753,csid_11492,0
754,csid_11493,1
755,csid_11494,1
756,csid_11495,1
757,csid_11496,0
758,csid_11497,0
759,csid_11498,1
760,csid_11499,1
761,csid_11500,0
762,csid_11501,0
763,csid_11502,0
764,csid_11503,0
765,csid_11504,0
766,csid_11505,0
767,csid_11506,0
768,csid_11507,0
769,csid_11508,0
770,csid_11509,0
771,csid_11510,1
772,csid_11511,0
773,csid_11512,0
774,csid_11513,0
775,csid_11514,0
776,csid_11515,0
777,csid_11516,0
778,csid_11517,0
779,csid_11518,0
780,csid_11519,0
781,csid_11520,0
782,csid_11521,0
783,csid_11522,1
784,csid_11523,0
785,csid_11524,1
786,csid_11525,0
787,csid_11526,0
788,csid_11527,1
789,csid_11528,1
790,csid_11529,0
791,csid_11530,1
792,csid_11531,0
793,csid_11532,1
794,csid_11533,0
795,csid_11534,0
796,csid_11535,0
797,csid_11536,0
798,csid_11537,0
799,csid_11538,0
800,csid_11539,1
801,csid_11540,0
802,csid_11541,0
803,csid_11542,1
804,csid_11543,1
805,csid_11544,0
806,csid_11545,0
807,csid_11546,1
808,csid_11547,0
809,csid_11548,0
810,csid_11549,0
811,csid_11550,0
812,csid_11551,0
813,csid_11552,1
814,csid_11553,0
815,csid_11554,0
816,csid_11555,1
817,csid_11556,0
818,csid_11557,1
819,csid_11558,1
820,csid_11559,1
821,csid_11560,0
822,csid_11561,1
823,csid_11562,0
824,csid_11563,0
825,csid_11564,0
826,csid_11565,0
827,csid_11566,0
828,csid_11567,0
829,csid_11568,0
830,csid_11569,0
831,csid_11570,0
832,csid_11571,0
833,csid_11572,0
834,csid_11573,0
835,csid_11574,1
836,csid_11575,0
837,csid_11576,0
838,csid_11577,0
839,csid_11578,0
840,csid_11579,0
841,csid_11580,0
842,csid_11581,0
843,csid_11582,1
844,csid_11583,1
845,csid_11584,0
846,csid_11585,1
847,csid_11586,0
848,csid_11587,0
849,csid_11588,0
850,csid_11589,0
851,csid_11590,1
852,csid_11591,0
853,csid_11592,0
854,csid_11593,0
855,csid_11594,1
856,csid_11595,1
857,csid_11596,0
858,csid_11597,1
859,csid_11598,0
860,csid_11599,0
861,csid_11600,1
862,csid_11601,0
863,csid_11602,0
864,csid_11603,0
865,csid_11604,0
866,csid_11605,0
867,csid_11606,0
868,csid_11607,1
869,csid_11608,1
870,csid_11609,1
871,csid_11610,0
872,csid_11611,0
873,csid_11612,1
874,csid_11613,0
875,csid_11614,0
876,csid_11615,0
877,csid_11616,0
878,csid_11617,0
879,csid_11618,0
880,csid_11619,0
881,csid_11620,0
882,csid_11621,0
883,csid_11622,0
884,csid_11623,0
885,csid_11624,0
886,csid_11625,0
887,csid_11626,0
888,csid_11627,1
889,csid_11628,0
890,csid_11629,0
891,csid_11630,0
892,csid_11631,0
893,csid_11632,0
894,csid_11633,0
895,csid_11634,0
896,csid_11635,0
897,csid_11636,0
898,csid_11637,0
899,csid_11638,0
900,csid_11639,0
901,csid_11640,0
902,csid_11641,0
903,csid_11642,0
904,csid_11643,0
905,csid_11644,0
906,csid_11645,0
907,csid_11646,0
908,csid_11647,0
909,csid_11648,0
910,csid_11649,0
911,csid_11650,0
912,csid_11651,0
913,csid_11652,0
914,csid_11653,0
915,csid_11654,0
916,csid_11655,0
917,csid_11656,0
918,csid_11657,0
919,csid_11658,1
920,csid_11659,1
921,csid_11660,0
922,csid_11661,0
923,csid_11662,0
924,csid_11663,0
925,csid_11664,0
926,csid_11665,0
927,csid_11666,0
928,csid_11667,0
929,csid_11668,0
930,csid_11669,0
931,csid_11670,0
932,csid_11671,0
933,csid_11672,0
934,csid_11673,1
935,csid_11674,0
936,csid_11675,0
937,csid_11676,0
938,csid_11677,1
939,csid_11678,0
940,csid_11679,0
941,csid_11680,0
942,csid_11681,0
943,csid_11682,1
944,csid_11683,0
945,csid_11684,0
946,csid_11685,0
947,csid_11686,1
948,csid_11687,0
949,csid_11688,0
950,csid_11689,0
951,csid_11690,0
952,csid_11691,0
953,csid_11692,0
954,csid_11693,1
955,csid_11694,0
956,csid_11695,0
957,csid_11696,1
958,csid_11697,0
959,csid_11698,0
960,csid_11699,0
961,csid_11700,0
962,csid_11701,0
963,csid_11702,0
964,csid_11703,0
965,csid_11704,0
966,csid_11705,0
967,csid_11706,0
968,csid_11707,0
969,csid_11708,1
970,csid_11709,0
971,csid_11710,0
972,csid_11711,0
973,csid_11712,0
974,csid_11713,0
975,csid_11714,0
976,csid_11715,0
977,csid_11716,0
978,csid_11717,0
979,csid_11718,0
980,csid_11719,0
981,csid_11720,0
982,csid_11721,0
983,csid_11722,0
984,csid_11723,0
985,csid_11724,0
986,csid_11725,0
987,csid_11726,0
988,csid_11727,0
989,csid_11728,0
990,csid_11729,0
991,csid_11730,0
992,csid_11731,0
993,csid_11732,0
994,csid_11733,0
995,csid_11734,0
996,csid_11735,0
997,csid_11736,0
998,csid_11737,0
999,csid_11738,0
1000,csid_11739,0
1001,csid_11740,0
1002,csid_11741,0
1003,csid_11742,0
1004,csid_11743,0
1005,csid_11744,0
1006,csid_11745,0
1007,csid_11746,0
1008,csid_11747,0
1009,csid_11748,0
1010,csid_11749,0
1011,csid_11750,0
1012,csid_11751,0
1013,csid_11752,0
1014,csid_11753,0
1015,csid_11754,0
1016,csid_11755,0
1017,csid_11756,0
1018,csid_11757,0
1019,csid_11758,0
1020,csid_11759,0
1021,csid_11760,0
1022,csid_11761,0
1023,csid_11762,0
1024,csid_11763,0
1025,csid_11764,0
1026,csid_11765,0
1027,csid_11766,0
1028,csid_11767,0
1029,csid_11768,0
1030,csid_11769,0
1031,csid_11770,0
1032,csid_11771,0
1033,csid_11772,0
1034,csid_11773,0
1035,csid_11774,0
1036,csid_11775,0
1037,csid_11776,0
1038,csid_11777,0
1039,csid_11778,0
1040,csid_11779,0
1041,csid_11780,0
1042,csid_11781,0
1043,csid_11782,0
1044,csid_11783,0
1045,csid_11784,0
1046,csid_11785,0
1047,csid_11786,0
1048,csid_11787,0
1049,csid_11788,0
1050,csid_11789,0
1051,csid_11790,0
1052,csid_11791,0
1053,csid_11792,0
1054,csid_11793,0
1055,csid_11794,0
1056,csid_11795,0
1057,csid_11796,0
1058,csid_11797,0
1059,csid_11798,1
1060,csid_11799,0
1061,csid_11800,0
1062,csid_11801,0
1063,csid_11802,0
1064,csid_11803,0
1065,csid_11804,0
1066,csid_11805,0
1067,csid_11806,0
1068,csid_11807,0
1069,csid_11808,0
1070,csid_11809,0
1071,csid_11810,0
1072,csid_11811,0
1073,csid_11812,0
1074,csid_11813,0
1075,csid_11814,0
1076,csid_11815,0
1077,csid_11816,0
1078,csid_11817,0
1079,csid_11818,0
1080,csid_11819,0
1081,csid_11820,0
1082,csid_11821,0
1083,csid_11822,0
1084,csid_11823,1
1085,csid_11824,0
1086,csid_11825,0
1087,csid_11826,0
1088,csid_11827,0
1089,csid_11828,0
1090,csid_11829,0
1091,csid_11830,0
1092,csid_11831,0
1093,csid_11832,0
1094,csid_11833,0
1095,csid_11834,0
1096,csid_11835,0
1097,csid_11836,0
1098,csid_11837,0
1099,csid_11838,0
1100,csid_11839,0
1101,csid_11840,0
1102,csid_11841,0
1103,csid_11842,0
1104,csid_11843,0
1105,csid_11844,0
1106,csid_11845,0
1107,csid_11846,0
1108,csid_11847,0
1109,csid_11848,0
1110,csid_11849,0
1111,csid_11850,0
1112,csid_11851,0
1113,csid_11852,0
1114,csid_11853,0
1115,csid_11854,0
1116,csid_11855,0
1117,csid_11856,0
1118,csid_11857,0
1119,csid_11858,0
1120,csid_11859,0
1121,csid_11860,0
1122,csid_11861,0
1123,csid_11862,0
1124,csid_11863,0
1125,csid_11864,0
1126,csid_11865,0
1127,csid_11866,0
1128,csid_11867,0
1129,csid_11868,0
1130,csid_11869,0
1131,csid_11870,0
1132,csid_11871,0
1133,csid_11872,0
1134,csid_11873,0
1135,csid_11874,0
1136,csid_11875,0
1137,csid_11876,0
1138,csid_11877,0
1139,csid_11878,0
1140,csid_11879,0
1141,csid_11880,0
1142,csid_11881,0
1143,csid_11882,0
1144,csid_11883,0
1145,csid_11884,0
1146,csid_11885,0
1147,csid_11886,0
1148,csid_11887,0
1149,csid_11888,0
1150,csid_11889,0
1151,csid_11890,0
1152,csid_11891,0
1153,csid_11892,0
1154,csid_11893,0
1155,csid_11894,0
1156,csid_11895,0
1157,csid_11896,0
1158,csid_11897,0
1159,csid_11898,0
1160,csid_11899,0
1161,csid_11900,0
1162,csid_11901,0
1163,csid_11902,0
1164,csid_11903,0
1165,csid_11904,0
1166,csid_11905,0
1167,csid_11906,0
1168,csid_11907,0
1169,csid_11908,0
1170,csid_11909,0
1171,csid_11910,0
1172,csid_11911,0
1173,csid_11912,0
1174,csid_11913,0
1175,csid_11914,0
1176,csid_11915,0
1177,csid_11916,0
1178,csid_11917,0
1179,csid_11918,0
1180,csid_11919,0
1181,csid_11920,0
1182,csid_11921,0
1183,csid_11922,0
1184,csid_11923,0
1185,csid_11924,0
1186,csid_11925,0
1187,csid_11926,0
1188,csid_11927,0
1189,csid_11928,0
1190,csid_11929,0
1191,csid_11930,0
1192,csid_11931,0
1193,csid_11932,0
1194,csid_11933,0
1195,csid_11934,0
1196,csid_11935,0
1197,csid_11936,0
1198,csid_11937,0
1199,csid_11938,0
1200,csid_11939,0
1201,csid_11940,0
1202,csid_11941,0
1203,csid_11942,0
1204,csid_11943,0
1205,csid_11944,0
1206,csid_11945,0
1207,csid_11946,0
1208,csid_11947,0
1209,csid_11948,0
1210,csid_11949,0
1211,csid_11950,0
1212,csid_11951,1
1213,csid_11952,0
1214,csid_11953,0
1215,csid_11954,0
1216,csid_11955,0
1217,csid_11956,0
1218,csid_11957,0
1219,csid_11958,0
1220,csid_11959,0
1221,csid_11960,0
1222,csid_11961,0
1223,csid_11962,0
1224,csid_11963,0
1225,csid_11964,0
1226,csid_11965,0
1227,csid_11966,0
1228,csid_11967,0
1229,csid_11968,0
1230,csid_11969,0
1231,csid_11970,0
1232,csid_11971,0
1233,csid_11972,0
1234,csid_11973,0
1235,csid_11974,0
1236,csid_11975,0
1237,csid_11976,0
1238,csid_11977,0
1239,csid_11978,0
1240,csid_11979,1
1241,csid_11980,0
1242,csid_11981,0
1243,csid_11982,0
1244,csid_11983,0
1245,csid_11984,0
1246,csid_11985,0
1247,csid_11986,0
1248,csid_11987,0
1249,csid_11988,0
1250,csid_11989,0
1251,csid_11990,0
1252,csid_11991,0
1253,csid_11992,0
1254,csid_11993,0
1255,csid_11994,0
1256,csid_11995,0
1257,csid_11996,0
1258,csid_11997,0
1259,csid_11998,0
1260,csid_11999,1
1261,csid_12000,0
1262,csid_12001,0
1263,csid_12002,0
1264,csid_12003,0
1265,csid_12004,0
1266,csid_12005,0
1267,csid_12006,0
1268,csid_12007,0
1269,csid_12008,0
1270,csid_12009,0
1271,csid_12010,0
1272,csid_12011,0
1273,csid_12012,0
1274,csid_12013,0
1275,csid_12014,0
1276,csid_12015,0
1277,csid_12016,0
1278,csid_12017,0
1279,csid_12018,0
1280,csid_12019,0
1281,csid_12020,0
1282,csid_12021,0
1283,csid_12022,0
1284,csid_12023,0
1285,csid_12024,0
1286,csid_12025,0
1287,csid_12026,0
1288,csid_12027,0
1289,csid_12028,0
1290,csid_12029,0
1291,csid_12030,0
1292,csid_12031,0
1293,csid_12032,0
1294,csid_12033,0
1295,csid_12034,0
1296,csid_12035,0
1297,csid_12036,0
1298,csid_12037,0
1299,csid_12038,0
1300,csid_12039,0
1301,csid_12040,0
1302,csid_12041,0
1303,csid_12042,0
1304,csid_12043,0
1305,csid_12044,0
1306,csid_12045,0
1307,csid_12046,0
1308,csid_12047,0
1309,csid_12048,0
1310,csid_12049,0
1311,csid_12050,0
1312,csid_12051,0
1313,csid_12052,0
1314,csid_12053,0
1315,csid_12054,0
1316,csid_12055,0
1317,csid_12056,0
1318,csid_12057,0
1319,csid_12058,0
1320,csid_12059,0
1321,csid_12060,0
1322,csid_12061,0
1323,csid_12062,0
1324,csid_12063,0
1325,csid_12064,0
1326,csid_12065,0
1327,csid_12066,0
1328,csid_12067,0
1329,csid_12068,0
1330,csid_12069,0
1331,csid_12070,0
1332,csid_12071,0
1333,csid_12072,0
1334,csid_12073,0
1335,csid_12074,0
1336,csid_12075,0
1337,csid_12076,0
1338,csid_12077,0
1339,csid_12078,0
1340,csid_12079,1
1341,csid_12080,0
1342,csid_12081,0
1343,csid_12082,0
1344,csid_12083,0
1345,csid_12084,0
1346,csid_12085,0
1347,csid_12086,0
1348,csid_12087,0
1349,csid_12088,0
1350,csid_12089,0
1351,csid_12090,0
1352,csid_12091,0
1353,csid_12092,0
1354,csid_12093,0
1355,csid_12094,0
1356,csid_12095,0
1357,csid_12096,0
1358,csid_12097,0
1359,csid_12098,0
1360,csid_12099,0
